model,horizon_min,mae_c,rmse_c,count,inference_s,rack_id
recurrent,60,21.620725631713867,21.704586029052734,1496,0.19673969999712426,11
hybrid,5,0.3273064196109772,0.41519200801849365,1496,0.003241300000809133,0
hybrid,10,0.7089889645576477,0.9058721661567688,1496,0.003241300000809133,0
hybrid,15,1.1597926616668701,1.4777816534042358,1496,0.003241300000809133,0
hybrid,30,2.129580020904541,2.6524453163146973,1496,0.003241300000809133,0
hybrid,60,3.875410318374634,4.7626190185546875,1496,0.003241300000809133,0
hybrid,5,0.32960042357444763,0.42165085673332214,1496,0.003241300000809133,1
hybrid,10,0.7093915343284607,0.9129990339279175,1496,0.003241300000809133,1
hybrid,15,1.1590672731399536,1.4839948415756226,1496,0.003241300000809133,1
hybrid,30,2.1321470737457275,2.6434273719787598,1496,0.003241300000809133,1
hybrid,60,3.8752429485321045,4.786000728607178,1496,0.003241300000809133,1
hybrid,5,0.3290930688381195,0.4232475161552429,1496,0.003241300000809133,2
hybrid,10,0.7011113166809082,0.9114623665809631,1496,0.003241300000809133,2
hybrid,15,1.1427276134490967,1.4774960279464722,1496,0.003241300000809133,2
hybrid,30,2.110912561416626,2.6280224323272705,1496,0.003241300000809133,2
hybrid,60,3.9353418350219727,4.828589916229248,1496,0.003241300000809133,2
hybrid,5,0.34225815534591675,0.44312262535095215,1496,0.003241300000809133,3
hybrid,10,0.7230002880096436,0.9412693977355957,1496,0.003241300000809133,3
hybrid,15,1.1742429733276367,1.5147079229354858,1496,0.003241300000809133,3
hybrid,30,2.149714946746826,2.6619222164154053,1496,0.003241300000809133,3
hybrid,60,3.943518877029419,4.807401657104492,1496,0.003241300000809133,3
hybrid,5,0.2819148898124695,0.3736850321292877,1496,0.003241300000809133,4
hybrid,10,0.5992943048477173,0.7976493239402771,1496,0.003241300000809133,4
hybrid,15,0.9601470828056335,1.2785125970840454,1496,0.003241300000809133,4
hybrid,30,1.6419779062271118,2.1176915168762207,1496,0.003241300000809133,4
hybrid,60,4.496183395385742,5.3801679611206055,1496,0.003241300000809133,4
hybrid,5,0.27206748723983765,0.3606841564178467,1496,0.003241300000809133,5
hybrid,10,0.5795719027519226,0.7761238813400269,1496,0.003241300000809133,5
hybrid,15,0.9321923851966858,1.2499686479568481,1496,0.003241300000809133,5
hybrid,30,1.5960500240325928,2.087923049926758,1496,0.003241300000809133,5
hybrid,60,4.443838596343994,5.353487968444824,1496,0.003241300000809133,5
hybrid,5,0.27801913022994995,0.36213216185569763,1496,0.003241300000809133,6
hybrid,10,0.5907782316207886,0.7834886908531189,1496,0.003241300000809133,6
hybrid,15,0.9486808776855469,1.2652760744094849,1496,0.003241300000809133,6
hybrid,30,1.604201316833496,2.1193554401397705,1496,0.003241300000809133,6
hybrid,60,4.359969615936279,5.277886867523193,1496,0.003241300000809133,6
hybrid,5,0.2859722971916199,0.3776613473892212,1496,0.003241300000809133,7
hybrid,10,0.6071370244026184,0.8102771639823914,1496,0.003241300000809133,7
hybrid,15,0.9694674015045166,1.3014956712722778,1496,0.003241300000809133,7
hybrid,30,1.6386643648147583,2.173253059387207,1496,0.003241300000809133,7
hybrid,60,4.329798698425293,5.193210124969482,1496,0.003241300000809133,7
hybrid,5,0.27733954787254333,0.3764388859272003,1496,0.003241300000809133,8
hybrid,10,0.575653076171875,0.8042000532150269,1496,0.003241300000809133,8
hybrid,15,0.9127860069274902,1.291804552078247,1496,0.003241300000809133,8
hybrid,30,1.5040991306304932,2.185230016708374,1496,0.003241300000809133,8
hybrid,60,4.434752941131592,5.1829304695129395,1496,0.003241300000809133,8
hybrid,5,0.2709934711456299,0.37315693497657776,1496,0.003241300000809133,9
hybrid,10,0.5655030012130737,0.800853967666626,1496,0.003241300000809133,9
hybrid,15,0.8973236083984375,1.2889055013656616,1496,0.003241300000809133,9
hybrid,30,1.4854621887207031,2.190417766571045,1496,0.003241300000809133,9
hybrid,60,4.410294055938721,5.149062633514404,1496,0.003241300000809133,9
hybrid,5,0.2765709459781647,0.3650337755680084,1496,0.003241300000809133,10
hybrid,10,0.5767446756362915,0.7930562496185303,1496,0.003241300000809133,10
hybrid,15,0.9105142951011658,1.2826625108718872,1496,0.003241300000809133,10
hybrid,30,1.4953675270080566,2.1813766956329346,1496,0.003241300000809133,10
hybrid,60,4.4043169021606445,5.146197319030762,1496,0.003241300000809133,10
hybrid,5,0.2680490016937256,0.36463308334350586,1496,0.003241300000809133,11
hybrid,10,0.5599836707115173,0.7856556177139282,1496,0.003241300000809133,11
hybrid,15,0.8896451592445374,1.2664086818695068,1496,0.003241300000809133,11
hybrid,30,1.4885615110397339,2.1490042209625244,1496,0.003241300000809133,11
hybrid,60,4.501733303070068,5.232198238372803,1496,0.003241300000809133,11
